dbo_Region.name,dbo_Locality.name,dbo_Institution.name,dbo_lu_InstitutionType.name,pînã la 5 km,mai mul de 5 km
r-l Strãºeni,Scoreni,Universul,Liceu,0,0
r-l Strãºeni,Micleuºeni,Ion Creangã,Liceu,68,0
r-l Strãºeni,Cojuºna,Gimnaziul Cojuºna,Gimnaziu,0,0
r-l Strãºeni,Rãdeni,ªcoala Medie Rãdeni,Scoala Medie,16,0
r-l Strãºeni,Negreºti,Gimnaziul Negreºti,Gimnaziu,4,1
r-l Strãºeni,Zubreºti,Liceul Zubteºti,Liceu,45,0
r-l Strãºeni,Lozova,Mitropolit Nestor Vornicescu,Liceu,0,0
r-l Strãºeni,Stejãreni,Gimnaziul Stejãreni,Gimnaziu,0,0
r-l Strãºeni,Romãneºti,Liceul Teoretic Romãneºti,Liceu,45,0
r-l Strãºeni,Saca,Gimnaziul Saca,Gimnaziu,0,0
r-l Strãºeni,Oneºti,Gimnaziul Oneºti,Gimnaziu,0,0
r-l Strãºeni,Roºcani,Gimnaziul Roºcani,Gimnaziu,0,0
r-l Strãºeni,Recea,ªcoala Medie Recea,Scoala Medie,0,0
r-l Strãºeni,Cojuºna,Alecu Russo,Liceu,0,0
r-l Strãºeni,Chirianca,Gimnaziul Chirianaca,Gimnaziu,,
r-l Strãºeni,Greblesti,Gimnaziul Grebleºti,Gimnaziu,0,0
r-l Strãºeni,Drãguºeni,Gimnaziul Drãguºeni,Gimnaziu,,
r-l Strãºeni,Straºeni,ªcoala internat auxiliarã,Gimnaziu,23,113
r-l Strãºeni,Straºeni,Gim internat Strãºeni,Gimnaziu,29,258
r-l Strãºeni,Sireþi,Liceul Teoretic Sireþi,Liceu,0,0
r-l Strãºeni,Vorniceni,I. Inculeþ,Liceu,4,47
r-l Strãºeni,Tãtãreºti,Gimnaziul Tãtãreºti,Gimnaziu,0,0
r-l Strãºeni,Straºeni,Nicolai Nekrasov,Liceu,3,2
r-l Strãºeni,Straºeni,"Gimnaziul ""Mihai Viteazul""",Gimnaziu,59,19
r-l Strãºeni,Lupa-Recea,Gimnaziul Lupa-Recea,Gimnaziu,0,0
r-l Strãºeni,Ghelãuza,Gimnaziul Ghelãuza,Gimnaziu,0,0
r-l Strãºeni,Þigãneºti,Gimnaziul Þigãneºti,Gimnaziu,0,0
r-l Strãºeni,Straºeni,Mihai Eminescu,Liceu,43,56
r-l Strãºeni,Straºeni,LICEUL TEORETIC INTERNAÞIONAL DE MANAGEMENT,Liceu,6,5
r-l Strãºeni,Bucovãþ,Gimnaziul Bucovãþ,Gimnaziu,36,0
r-l Taraclia,Musaitu,Gimnaziul rus Musaitu,Gimnaziu,,
r-l Taraclia,Taraclia,GIMNAZIUL RUS TARACLIA,Gimnaziu,,
r-l Taraclia,Balabanu,Gimnaziul moldo-rus Balabanu,Gimnaziu,,
r-l Taraclia,Budai,LICEUL TEORETIC  BUDÃI,Liceu,55,
r-l Taraclia,Albota de Sus,LICEUL TEORETIC ALBOTA DE SUS,Liceu,11,
r-l Taraclia,Tvardiþa,GIMNAZIUL RUS TVARDIÞA,Gimnaziu,,
r-l Taraclia,Aluatu,GIMNAZIUL ALUATU,Gimnaziu,,
r-l Taraclia,Novosiolovca,Gimnaziul Novosiolovca,Gimnaziu,,
r-l Taraclia,Cairaclia,LICEUL TEORETIC CAIRACLIA,Liceu,0,0
r-l Taraclia,Hîrtop,Gimnaziul Hîrtop,Gimnaziu,43,
r-l Taraclia,Corten,LICEUL CORTEN,Liceu,,
r-l Taraclia,Albota de Jos,Gimnaziul Albota de Jos,Gimnaziu,,
r-l Taraclia,Sofievca,Gimnaziul Sofievca,Gimnaziu,23,0
r-l Taraclia,Taraclia,"LICEUL TEORETIC ""O. Panov""",Liceu,,
r-l Taraclia,Taraclia,LICEUL TEORETIC NR 2,Liceu,9,
r-l Taraclia,Taraclia,LICEUL TEORETIC I.VAZOV,Liceu,276,12
r-l Taraclia,Tvardiþa,LICEUL TVARDIÞA,Liceu,,
r-l Teleneºti,Hîrtop,Gimnaziul  Hîrtop,Gimnaziu,0,0
r-l Teleneºti,Pistruieni,Gimnaziul  Pistruieni,Gimnaziu,9,21
r-l Teleneºti,Vãsieni,Gimnaziul  Vãsieni,Gimnaziu,0,0
r-l Teleneºti,Cîºla,Gimnaziul  Câºla,Gimnaziu,0,0
r-l Teleneºti,Bãneºtii Noi,Gimnaziul  Bãneºtii  Noi,Gimnaziu,0,0
r-l Teleneºti,Zgãrdeºti,Gimnaziul  Zgãrdeºti,Gimnaziu,0,0
r-l Teleneºti,Nucãreni,Gimnaziul Nucãreni,Gimnaziu,0,0
r-l Teleneºti,Cucioaia,Gimnaziul  Cucioaia,Gimnaziu,0,0
r-l Teleneºti,Vadul Leca,Gimnaziul Vadul Leca,Gimnaziu,2,0
r-l Teleneºti,Chiþcanii Vechi,ªcoala Medie Chiþcanii Vechi,Scoala Medie,53,0
r-l Teleneºti,Tîrºiþei,ªcoala Medie Tîrºiþei,Scoala Medie,40,0
r-l Teleneºti,Suhuluceni,ªcoala Medie Suhuluceni,Scoala Medie,,
r-l Teleneºti,Teleneºti,"Liceul Teoretic ,,L.Blaga"" Teleneºti",Liceu,0,0
r-l Teleneºti,Brînzenii Vechi,Liceul Teoretic Brînzenii Vechi,Liceu,0,0
r-l Teleneºti,Ordãºei,ªcoala Medie Ordaºei,Scoala Medie,5,
r-l Teleneºti,Negureni,Liceul Teoretic  Negureni,Liceu,51,0
r-l Teleneºti,Leuºeni,ªcoala Medie Leuºeni,Scoala Medie,0,0
r-l Teleneºti,Ineºti,ªcoala Medie Ineºti,Scoala Medie,4,0
r-l Teleneºti,Verejeni,ªcoala Medie Verejeni,Scoala Medie,0,0
r-l Teleneºti,Crãsnãºeni,ªcoala Medie Crãsnãºeni,Scoala Medie,0,0
r-l Teleneºti,Scorþeni,ªcoala Medie Scorþeni,Scoala Medie,0,0
r-l Teleneºti,Cãzãneºti,ªcoala Medie Cãzãneºti,Scoala Medie,0,0
r-l Teleneºti,Sãrãtenii Vechi,"Liceul Teoretic ,,V.Anestiade"" Sãrãtenii Vechi",Liceu,,
r-l Teleneºti,Mîndreºti,"Liceul Teoretic ,,D.Cantemir"" Mîndreºti",Liceu,21,20
r-l Teleneºti,Mihãlaºa,Gimnaziul Mihalaºa,Gimnaziu,20,0
r-l Teleneºti,Þînþãreni,Liceul Teoretic Þînþãreni,Liceu,27,15
r-l Teleneºti,Ratuº,Gimnaziul  Ratuº,Gimnaziu,50,0
r-l Teleneºti,Budãi,ªcoala Medie Budãi,Scoala Medie,0,0
r-l Teleneºti,Bãneºti,ªcoala Medie Bãneºti,Scoala Medie,,
r-l Teleneºti,Hiriºeni,ªcoala Medie Hiriºeni,Scoala Medie,0,0
r-l Teleneºti,Bogzeºti,Gimnaziul Bogzeºti,Gimnaziu,0,0
r-l Teleneºti,Teleneºti,"gimnaziul ,,M.Eminescu"" Teleneºti",Gimnaziu,0,0
r-l Teleneºti,Ghiliceni,ªcoala Medie Ghiliceni,Scoala Medie,1,0
r-l Teleneºti,Ciulucani,Gimnaziul Ciulucani,Gimnaziu,0,0
r-l Teleneºti,Brînzenii Noi,Gimnaziul  Brînzenii Noi,Gimnaziu,0,0
r-l Teleneºti,Codrul Nou,Gimnaziul Codrul Nou,Gimnaziu,0,0
r-l Teleneºti,Codru,Gimnaziul Codru,Gimnaziu,0,0
r-l Teleneºti,Coropceni,Gimnaziul Coropceni,Gimnaziu,31,0
r-l Teleneºti,Ghermanesti,Gimnaziul Ghermãneºti,Gimnaziu,0,0
r-l Ungheni,Mãnoleºti,Gimnaziul Mãnoileºti,Gimnaziu,287,
r-l Ungheni,Costuleni,Liceul Teoretic Costuleni,Liceu,,
r-l Ungheni,Cetireni,Liceul Teoretic Cetireni,Liceu,37,
r-l Ungheni,Cioropcani,ªcoala Medie Cioropcani,Scoala Medie,1,18
r-l Ungheni,Ungheni,"Liceul Teoretic ""M. Eminescu""",Liceu,800,350
r-l Ungheni,Petreºti,"Liceul Teoretic ""Gaudiamus""  Petreºti",Liceu,,
r-l Ungheni,Mãcãreºti,"Liceul Teoretic ""Elada""",Liceu,27,6
r-l Ungheni,Hîrceºti,Gimnaziu Hîrceºti,Gimnaziu,,
r-l Ungheni,Pîrliþa,"Gimnaziul ""I. Vatamanu""",Gimnaziu,0,0
r-l Ungheni,Frãsineºti,gimnaziul Frãsineºti,Gimnaziu,,
r-l Ungheni,Chirileni,ªcoala Medie Chirileni,Scoala Medie,,
r-l Ungheni,Morenii Vechi,gimnaziul Morenii Vechi,Gimnaziu,20,5
r-l Ungheni,Todireºti,Gimnaziul Todereºti,Scoala Medie,,
r-l Ungheni,Buºila,gimnaziul Buºila,Gimnaziu,,
r-l Ungheni,Agronomovca,gimnaziul Agronomovca,Gimnaziu,,
r-l Ungheni,Rãdenii Vechi,Gimnaziul Rãdenii Vechi,Gimnaziu,,
r-l Ungheni,Negurenii Vechi,gimnaziul Negurenii Vechi,Gimnaziu,33,
r-l Ungheni,Grãseni,gimnaziul Grãseni,Gimnaziu,,
r-l Ungheni,Floriþoaia Nouã,gimnaziul Floriþoaia Nouã,Gimnaziu,19,
r-l Ungheni,Drujba,gimnaziul Drujba,Gimnaziu,,
r-l Ungheni,Condrãteºti,"gimnaziul ""Pavel Buruianã""",Gimnaziu,0,0
r-l Ungheni,Curtoaia,gimnaziul Curtoaia,Gimnaziu,,
r-l Ungheni,S.REZINA,gimnaziul Rezina,Gimnaziu,0,0
r-l Ungheni,Nãpãdeni,gimnaziul Nãpãdeni,Gimnaziu,,
r-l Ungheni,Cornova,"gimnaziul "" Paul Mihail""",Gimnaziu,,
r-l Ungheni,Mirceºti,gimnaziul Mirceºti,Gimnaziu,,
r-l Ungheni,Ungheni,"Liceul Teoretic ""I. Creangã""",Liceu,,
r-l Ungheni,Zagarancea,gimnaziul Zagarancea,Gimnaziu,,
r-l Ungheni,Semeni,gimnaziul Semeni,Gimnaziu,,
r-l Ungheni,Bumbãta,Gimnaziul Bumbãta,Gimnaziu,,
r-l Ungheni,Floriþoaia Veche,gimnaziul Floriþoaia Veche,Gimnaziu,19,
r-l Ungheni,Buciumeni,gimnaziulBuciumeni,Gimnaziu,0,0
r-l Ungheni,Corneºti,gimnaziul Corneºti,Gimnaziu,,
r-l Ungheni,Corneºti,"Liceul Teoretic "" D.Cantemir""",Liceu,91,
r-l Ungheni,Ungheni,"Liceul Teoretic ""Gh. Asachi""",Liceu,41,
r-l Ungheni,Valea Mare,"gimnaziul ""Andrei Chivriga""",Gimnaziu,20,
r-l Ungheni,Mãgurele,"gimnaziul ""V. Badiu""",Gimnaziu,,
r-l Ungheni,Boghenii Noi,"gimnaziul ""A. Popovici""",Gimnaziu,64,
r-l Ungheni,Morenii Noi,gimnaziul Morenii Noi,Gimnaziu,24,
r-l Ungheni,Ungheni,Gimnaziul de tip Internat pentru copii orfani ºi rãmaºi fãrã îngrijirea pãrinþilor,Gimnaziu,28,117
r-l Ungheni,Alexeevca,Gimnaziul Alexeevca,Gimnaziu,5,6
r-l Ungheni,Buzduganii de Sus,gimnaziul Buzduganii de Sus,Gimnaziu,22,
r-l Ungheni,Sineºti,gimnaziul Sineºti,Gimnaziu,,
r-l Ungheni,Unþeºti,gimnaziul Unþeºti,Gimnaziu,4,
r-l Ungheni,Ungheni,"Liceul Teoretic ""A.Puºkin""",Liceu,16,10
r-l Ungheni,Gherman,gimnaziul Gherman,Gimnaziu,0,0
r-l Ungheni,Stolniceni,gimnaziul Stolniceni,Gimnaziu,2,
r-l Ungheni,Sculeni,Liceul Teoretic Sculeni,Liceu,78,20
r-l Ungheni,Medeleni,gimnaziul Medeleni,Gimnaziu,,
r-l Ungheni,Zãzulenii Noi,gimnaziul Zãzulenii Noi,Gimnaziu,7,
r-l Ungheni,Blindeºti,gimnaziul Blîndeºti,Gimnaziu,,
r-l Ungheni,Ungheni,"ªcoala Primarã ""A. Mateevici""",Scoala Primara,5,
r-l Ungheni,Hristoforovca,gimnaziul Hristoforovca,Gimnaziu,,
r-l Ungheni,Ungheni,"ªcoala Primarã ""Sp. Vangheli""",Scoala Primara,,
r-l Ungheni,Teºcureni,gimnaziul Teºcureni,Gimnaziu,0,0
r-l Ungheni,Pîrliþa,"Liceul Teoretic "" A.Mateevici""",Liceu,27,39
r-l Ungheni,Þighira,"gimnaziul ""Grigore Vieru""",Gimnaziu,13,
r-l Ungheni,Ungheni,"Liceul Teoretic""Vasile Alecsandri""",Liceu,95,27
UTA Gãgãuzia,Congazcicul de Sus,LICEUL  TEORETIC CONGAZCIC,Liceu,0,0
UTA Gãgãuzia,Baurici,LICEUL TEORETIC BAURCI,Liceu,0,0
UTA Gãgãuzia,Cioc-Maidan,LICEUL  TEORETIC CIOC-MAIDAN,Liceu,331,0
UTA Gãgãuzia,Comrat,"ªCOALA MEDIE Nr. 6, mun.COMRAT",Scoala Medie,0,0
UTA Gãgãuzia,Vulcãneºti,ªCOALÃ MEDIE Nr. 1 or.VULCÃNEªTI,Scoala Medie,245,24
UTA Gãgãuzia,Tomai,LICEUL TEORETIC TOMAI,Liceu,2,0
UTA Gãgãuzia,Cazaclia,ªCOALA MEDIE NR.1 CAZACLIA,Scoala Medie,,
UTA Gãgãuzia,Ferapontievca,GIMNAZIUL DIN FERAPONTIEVCA,Gimnaziu,0,0
UTA Gãgãuzia,Comrat,"LICEUL  TEORETIC  ""G.A.GAIDARJI"", COMRAT",Liceu,0,88
UTA Gãgãuzia,Comrat,"LICEUL  TEORETIC  ""M.EMINESCU""",Liceu,1,106
UTA Gãgãuzia,Chirsova,GIMNAZIUL CHIRSOVA,Gimnaziu,22,1
UTA Gãgãuzia,Chirsova,"LICEUL  TEORETIC ""M.I.TUZLOV"" s.CHIRSOVA",Liceu,0,0
UTA Gãgãuzia,Ciºmichioi,GIMNAZIUL CIªMICHIOI,Gimnaziu,0,0
UTA Gãgãuzia,Cotovscoe,GIMNAZIUL DIN COTOVSCOE,Gimnaziu,0,0
UTA Gãgãuzia,Copceac,LICEUL TEORETIC Nr.1 COPCEAC,Liceu,,
UTA Gãgãuzia,Comrat,"ªCOALA MEDIE Nr. 7, COMRAT",Scoala Medie,204,0
UTA Gãgãuzia,Comrat,"LICEUL  TEORETIC  ""N.TRETIACOV"", COMRAT",Liceu,0,25
UTA Gãgãuzia,Comrat,ªCOALA MEDIE NR. 2 COMRAT,Scoala Medie,0,6
UTA Gãgãuzia,Chioselia Rusã,LICEUL  TEORETIC  CHIOSELIA RUSÃ,Liceu,18,7
UTA Gãgãuzia,Congaz,"LICEUL MOLDO-TURC S.DEMIREL, CONGAZ",Liceu,0,0
UTA Gãgãuzia,Avdarma,ªCOALA MEDIE DIN s.AVDARMA,Scoala Medie,0,0
UTA Gãgãuzia,Dezghingea,ªCOALA MEDIE DEZGHINGEA,Scoala Medie,0,0
UTA Gãgãuzia,Bugeac,GIMNAZIA BUGEAC,Scoala Medie,0,0
UTA Gãgãuzia,Chiriet-Lunga,ªCOALA MEDIE DIN CHIRIET-LUNGA,Scoala Medie,0,0
UTA Gãgãuzia,Gaidar,ªCOALA MEDIE DIN GAIDAR,Scoala Medie,436,0
UTA Gãgãuzia,Ceadir-Lunga,ªCOALÃ DE TIP INTERNAT (GIMNAZIU) PENTRU COPII ORFANI ªI CEL RÃMAªI FÃRÃ ÎNGRIJIREA PÃRINÞILOR or.CEADÎR-LUNGA,Gimnaziu,0,0
UTA Gãgãuzia,Ceadir-Lunga,"LICEUL TEORETIC RAIONAL ""M.GUBOGLO""",Liceu,0,62
UTA Gãgãuzia,Ceadir-Lunga,"FILIALA CEADIR-LUNGA A LICEULUI TEORETIC ""ORIZONT""",Liceu,53,132
UTA Gãgãuzia,Beºghioz,LICEUL TEORETIC BEªGHIOZ,Liceu,0,0
UTA Gãgãuzia,Comrat,"LICEUL  TEORETIC  ""D.CARACIOBAN"", mun. COMRAT",Liceu,603,129
UTA Gãgãuzia,Carbalia,ªCOALÃ PRIMARÃ CARBOLIA,Scoala Primara,0,0
UTA Gãgãuzia,Svetlîi,LICEUL  TEORETIC  SVETLÎI,Liceu,265,30
UTA Gãgãuzia,Congaz,GIMNAZIUL DIN CONGAZ,Gimnaziu,0,0
UTA Gãgãuzia,Congaz,ªCOALA MEDIE satul  CONGAZ,Scoala Medie,0,3
UTA Gãgãuzia,Congaz,LICEUL  TEORETIC s.  CONGAZ,Liceu,0,0
UTA Gãgãuzia,Vulcãneºti,ªCOALÃ MEDIE Nr. 3 or.VULCÃNEªTI,Scoala Medie,0,0
UTA Gãgãuzia,Etulia,LICEUL TEORETIC  ETULIA,Liceu,0,1
UTA Gãgãuzia,Ceadir-Lunga,ªCOALA MEDIE Nr. 4 CEADÎR-LUNGA,Scoala Medie,476,7
UTA Gãgãuzia,Ceadir-Lunga,LICEUL TEORETIC Nr.2 DIN or.CEADÎR-LUNGA,Liceu,644,5
UTA Gãgãuzia,Comrat,"LICEUL  REGIONAL-INTERNAT SPORTIV, COMRAT",Liceu,0,0
UTA Gãgãuzia,Beºalma,LICEUL  TEORETIC DIN BEªALMA,Liceu,0,0
UTA Gãgãuzia,Baurici,ªCOALA PRIMARÃ BAURCI,Scoala Primara,0,0
UTA Gãgãuzia,Ceadir-Lunga,"LICEUL TEORETIC ""V.MOªCOV""",Liceu,0,0
UTA Gãgãuzia,Ciºmichioi,LICEUL TEORETIC CIªMICHIOI,Liceu,2,0
UTA Gãgãuzia,Cazaclia,LICEUL TEORETIC CAZACLIA,Liceu,0,0
UTA Gãgãuzia,Vulcãneºti,LICEUL TEORETIC Nr.2  or. VULCÃNEªTI,Liceu,0,46
UTA Gãgãuzia,Copceac,LICEUL TEORETIC Nr.2 COPCEAC,Liceu,604,1
UTA Gãgãuzia,Joltai,ªCOALA MEDIE DIN JOLTAI,Scoala Medie,0,0
UTA Gãgãuzia,Congaz,ªCOALA INTERNAT AUHILIARA DIN CONGAZ,Gimnaziu,37,100
UTA Gãgãuzia,Vulcãneºti,LICEUL TEORETIC Nr.1  or. VULCÃNEªTI,Liceu,0,0
